"MuiTypography-root href","MuiBox-root src","MuiTypography-root","MuiTypography-root 2","MuiStack-root","MuiStack-root 2","MuiStack-root 3","MuiBox-root"
"https://emploitic.com/entreprises/theraplos/offres-d-emploi/distribution-commerce/social-media-manager-47122ea2df8af402905b32d8","https://emploitic.com/images/sectors/commerce.jpg","Social Media Manager","Theraplos Laboratoire","Constantine, Algérie","24 February","Jeune Diplômé (Moins D’un An)","<p></p><h1><strong>Poste : Social Media Manager</strong></h1><p></p><p></p><p>📍 Localisation : Constantine/Alger</p><p>📄 Contrat : CDI</p><p>🏢 Secteur : Industrie pharmaceutique / Parapharmaceutique / Santé / Digital</p><p></p><h2><strong>Mission principale</strong></h2><p>Le Social Media Manager"
"https://emploitic.com/entreprises/eurl-tech-for-startups/offres-d-emploi/informatique-telecom-internet/videaste-filmmaker-monteur-video-e39ac8eb3f8042e1e9644e09","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:1efc862a-fffd-4d34-9736-50e4b5464cf0:logo:679bd36ac755c5e97242907d","Vidéaste / Filmmaker (Monteur vidéo)","EURL TECH FOR STARTUPS","Birkhadem, Daïra Bir Mourad Rais, Alger, Algérie","24 February","Confirmé / Expérimenté (1 À 2 Ans)","<p>Nous recherchons un(e) <strong>Vidéaste / Filmmaker (Monteur vidéo)</strong> créatif(ve) et rigoureux(se) pour rejoindre notre équipe marketing et communication à <strong>Birkhadem, Daïra Bir Mourad Rais, Alger</strong>, dans le cadre du <strong>lancement de notre nouvelle entreprise</strong>.</p"
"https://emploitic.com/entreprises/bessa-promotion/offres-d-emploi/btp-construction-immobilier/community-manager-a559236823282b32a8528427","https://emploitic.com/images/logos/arn:eu-west-1:oss::329984fbc974c81e689d1ba1:logo:6720fce3bbd2d5b2d6298839","Community Manager","Bessa Promotion","Alger, Algérie","24 February","Débutant / Junior (1 À 2 Ans)","<p><span style=""font-size: 1rem;"">Vous êtes passionné(e) par le digital, créatif(ve) et toujours connecté(e) aux nouvelles tendances ?</span></p><p data-start=""168"" data-end=""405""> Vous aimez créer du contenu qui engage et fédérer une communauté autour d’une marque ?<br data-start=""357"" data-end=""36"
"https://emploitic.com/entreprises/eurl-miral/offres-d-emploi/services/charge-de-marketing-1d723c96f3f007b35076aae8","https://emploitic.com/images/sectors/services.jpg","Chargé De Marketing","EURL MIRAL","Alger, Algérie","24 February","Confirmé / Expérimenté (1 À 2 Ans)","<h3>Description:</h3><p>Nous recherchons un Chargé de Marketing dynamique et motivé pour rejoindre notre équipe basée à Alger. Le candidat idéal possède entre 1 et 2 ans d'expérience dans le domaine du marketing et de la communication, avec un niveau d'études TS Bac +2. Ce poste en CDI s'adresse à u"
"https://emploitic.com/entreprises/eurl-tech-for-startups/offres-d-emploi/informatique-telecom-internet/createur-trice-de-contenu-community-manager-0a36f1f83bc9432e94213ef0","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:1efc862a-fffd-4d34-9736-50e4b5464cf0:logo:679bd36ac755c5e97242907d","Créateur (trice)  de contenu & Community Manager","EURL TECH FOR STARTUPS","Birkhadem, Daïra Bir Mourad Rais, Alger, Algérie","24 February","Débutant / Junior (1 À 2 Ans)","<h3>Description:</h3><p>Nous recherchons un(e) <strong>Créateur(trice) de contenu &amp; Community Manager</strong> passionné(e) et dynamique pour rejoindre notre équipe marketing et communication à <strong>Birkhadem, Daïra Bir Mourad Rais, Alger</strong>, dans le cadre du <strong>lancement de notre"
"https://emploitic.com/entreprises/amivex/offres-d-emploi/informatique-telecom-internet/graphic-designer-ccedd24de4e31cd25a27d2ca","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:40a9b8ab-8e0c-4531-9f73-e96abe35c4ba:logo:699c5e85f761112229957aca","Graphic Designer","AMIVEX","Alger, Algérie","23 February","Confirmé / Expérimenté (3 À 5 Ans)","<h3>Description:</h3><p>Nous recherchons un Graphic Designer confirmé et passionné par la création visuelle, le design, le marketing et la communication pour rejoindre notre équipe dynamique à Alger, Algérie. Le candidat idéal possède entre 3 et 5 ans d'expérience et détient un diplôme de Licence (L"
"https://emploitic.com/entreprises/madera-kitchen/offres-d-emploi/distribution-commerce/technico-commerciale-d37084ee89d137d083561b51","https://emploitic.com/images/sectors/commerce.jpg","Technico-Commercial(e)","Madera kitchen","Alger, Algérie","23 February","Confirmé / Expérimenté (1 À 2 Ans)","<p>📢 RECRUTEMENT : Technico-Commercial(e) Cuisine &amp; Dressing (H/F)</p><p><strong>Entreprise :</strong> Madera Kitchen</p><p><strong>Lieu :</strong> Showroom Mohammadia, Alger</p><p><strong>Contrat :</strong> Temps plein</p><h3>🎯 VOTRE RÔLE (Du Showroom à la Réalisation)</h3><p>Vous n'êtes pas"
"https://emploitic.com/entreprises/jde-agency/offres-d-emploi/services/chargee-de-relation-client-6e804c767b36b47bc31d0a03","https://emploitic.com/images/sectors/services.jpg","Chargé(e) de Relation Client","JDE agency","Alger, Algérie","23 February","Jeune Diplômé (1 À 2 Ans)","<p>– Traitement des demandes <br>– Gestion des problématiques <br>– Suivi des dossiers jusqu’à leur résolution complète<br>– Réception et traitement des appels entrants via le téléphone professionnel<br>– Réponse aux demandes d’informations et orientation vers les interlocuteurs concernés s"
"https://emploitic.com/entreprises/agribusiness-service/offres-d-emploi/distribution-commerce/responsable-commercial-et-importation-272ef32d7296f07c9ee1f8bf","https://emploitic.com/images/sectors/commerce.jpg","Responsable Commerciale et Importation","agribusiness service","Cheraga, Daïra Cheraga, Alger, Algérie","22 February","Débutant / Junior (Sans Expérience)","<h3>Description:</h3><p>Nous recherchons une Responsable Commerciale et Importation dynamique et motivée pour rejoindre notre équipe. Ce poste est idéal pour un profil débutant à confirmé, passionné par le commerce, les métiers de l'importation, souhaitant évoluer dans un environnement stimulant et"
"https://emploitic.com/entreprises/bookingo/offres-d-emploi/services/community-manager-266fbc8a6648f2c9601379ea","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:20fa0d56-ec21-4b07-8b9f-8431bb5ccbbd:logo:699af45bf7611122298e4500","Community Manager","BOOKINGO","Blida, Algérie (Hybride)","22 February","Responsable d'Équipe (3 À 5 Ans)","<p>Dans le cadre du <strong>lancement de notre nouvelle application de réservation de billets d’avion et d’hôtels</strong>, nous sommes à la recherche d’une <strong>personne dynamique et créative</strong> pour assurer la <strong>promotion de notre application sur les réseaux sociaux</strong>.</p><h4"
"https://emploitic.com/entreprises/safex-groupe/offres-d-emploi/services/chef-departement-communication-et-markketing-19463826c3ab6f19d661e769","https://emploitic.com/images/sectors/services.jpg","chef département  communication et markketing","SAFEX GROUPE","Dar El Beïda, Daïra Dar El Beïda, Alger, Algérie","22 February","Manager / Responsable Département (6 À 10 Ans)","<h3>Description:</h3><p>Nous recherchons un Chef Département Communication et Marketing expérimenté pour rejoindre notre équipe dynamique à Dar El Beïda, Alger. Le candidat idéal possède entre 6 et 10 ans d'expérience dans les domaines du marketing et de la communication, avec un solide bagage acadé"
"https://emploitic.com/entreprises/international-business-management-institute/offres-d-emploi/services/responsable-marketing-et-communication-4e7e4c527369ab1aa8d93cee","https://emploitic.com/images/sectors/services.jpg","Responsable Marketing Et Communication","International business management institute","El Khroub, Daïra El Khroub, Constantine, Algérie","22 February","Manager / Responsable Département (3 À 5 Ans)","<h3>Description:</h3><p>Nous recherchons un Responsable Marketing et Communication dynamique et expérimenté pour rejoindre notre équipe à Constantine, Algérie. Le candidat idéal possède entre 1 et 5 ans d'expérience dans les domaines du marketing, de la communication, ou du commercial, et saura pilo"
"https://emploitic.com/entreprises/cg-cars-algeria/offres-d-emploi/services/responsable-marketing-et-performance-commerciale-fe9a88523a3b107a09268e2c","https://emploitic.com/images/sectors/services.jpg","RESPONSABLE MARKETING ET PERFORMANCE COMMERCIALE","CG Cars Algeria","Birkhadem, Daïra Bir Mourad Rais, Alger, Algérie","22 February","Responsable d'Équipe (3 À 5 Ans)","<p>FICHE DE POSTE</p><p>🎯 Responsable Marketing &amp; Performance Commerciale</p><p>📍 Localisation : Alger</p><p>🏢 Entreprise : Groupe automobile (multi-showrooms – véhicules neufs)</p><p>🎯 Objectif : Accélérer les ventes et structurer la croissance nationale</p><p>1️⃣ Mission principale</p><p>L"
"https://emploitic.com/entreprises/cg-cars-algeria/offres-d-emploi/services/responsable-marketing-et-performance-7aa0c55639acfda1c87fb3be","https://emploitic.com/images/sectors/services.jpg","RESPONSABLE MARKETING ET PERFORMANCE","CG Cars Algeria","Birkhadem, Daïra Bir Mourad Rais, Alger, Algérie","22 February","Responsable d'Équipe (3 À 5 Ans)","<p>Responsable Marketing &amp; Performance</p><p>📍 Alger | Groupe Automobile en forte croissance</p><p>Dans le cadre de notre expansion nationale, nous recrutons un(e) :</p><p>🎯 Responsable Marketing orienté Performance &amp; Croissance</p><p>Notre groupe automobile (multi-showrooms – véhicules ne"
"https://emploitic.com/entreprises/sarl-isr-service/offres-d-emploi/services/responsable-marketing-et-communication-chef-de-projet-21fc72048abd59f51651e698","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:a8b02b29-a05f-4d52-9381-1a6be85f2fac:logo:693ab69df761112229466bac","Responsable Marketing Et Communication / Chef de projet","SARL ISR SERVICE","Cheraga, Daïra Cheraga, Alger, Algérie","22 February","Manager / Responsable Département (6 À 10 Ans)","<h3>Description:</h3><p>Nous recherchons un Responsable Marketing et Communication / Chef de projet expérimenté pour rejoindre notre équipe dynamique à Cheraga, Alger. Le candidat idéal possède entre 6 et 10 ans d'expérience dans les domaines du marketing et de la communication, avec un excellent se"
"https://emploitic.com/entreprises/pharmacie-deux-oliviers/offres-d-emploi/distribution-commerce/vendeurse-en-pharmacie-shift-du-soir-e18a36a59528b15fcfa59c2a","https://emploitic.com/images/sectors/commerce.jpg","Vendeur(se) en pharmacie – Shift du soir","pharmacie deux oliviers","Draria, Daïra Draria, Alger, Algérie","22 February","Jeune Diplômé (1 À 2 Ans)","<h2>📢 <strong>Offre d’emploi – Pharmacie Deux Oliviers</strong></h2><p>📍 <em>Boujemaa Temim – Draria (Alger)</em></p><p><strong>Nous recrutons :</strong><br>🔹 <strong>Pharmacien(ne)</strong> <strong>ou</strong> <strong>Vendeur(se) en pharmacie</strong><br>🕔 <strong>Horaire : 17h00 – 00h00 (shift"
"https://emploitic.com/offres-d-emploi/industries/infographe-graphic-designer-digital-09368ae0fdb54288e4068b0b","https://emploitic.com/images/sectors/industries.jpg","Infographe / Graphic Designer & Digital","Entreprise anonyme","Blida, Algérie","22 February","Débutant / Junior (1 À 2 Ans)","<p>nous recrutons un(e) Infographe / Graphic Designer polyvalent(e), créatif(ve) et orienté(e) digital.📍 BLIDA </p><p>Missions principales :</p><p>Création de supports de communication print et digitaux (affiches, flyers, catalogues, brochures)</p><p>Création de contenus pour le digital et les rése"
"https://emploitic.com/entreprises/v-twelve-motorsport-268/offres-d-emploi/services/community-manager-a6721de28f620094376c0307","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:a3200511-35ff-4e99-84b7-f766968a6fbf:logo:68f0c1ffe26f70a8d89b505d","Community Manager","V TWELVE MOTORSPORT","Aïn Benian, Daïra Cheraga, Alger, Algérie","22 February","Jeune Diplômé (Sans Expérience)","<h3>Description:</h3><p>Nous recherchons deux Community Managers dynamiques et passionnés, jeunes diplômés, pour rejoindre notre équipe basée à Aïn Benian, Daïra Cheraga, Alger. Ce poste en CDI s'adresse à des candidats titulaires d'une Licence (LMD) ou Bac +3, souhaitant débuter leur carrière dans"
"https://emploitic.com/entreprises/laboratoire-bendahmane/offres-d-emploi/industries/responsable-trade-marketing-b5b98a0f4aa30320b911c644","https://emploitic.com/images/sectors/industries.jpg","Responsable Trade Marketing","Laboratoire Bendahmane","Alger, Algérie","22 February","Manager / Responsable Département (3 À 5 Ans)","<h3>Description:</h3><p>Nous recherchons un Responsable Trade Marketing expérimenté pour rejoindre notre équipe dynamique à Alger, Algérie. Le candidat idéal possède entre 3 et 5 ans d'expérience dans les secteurs du marketing, de la communication, de la santé, du médical ou de la pharmacie, et déti"
"https://emploitic.com/entreprises/2m-industrie/offres-d-emploi/industries/chargee-marketing-communication-b2b-industriel-501e3cd3e572f40dfc664981","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:66d93934-fa3f-4cc7-aac6-05a2ec44af93:logo:6999eb17f7611122298d8f28","Chargé(e) Marketing & Communication (B2B industriel)","2M-INDUSTRIES","Bab Ezzouar, Daïra Dar El Beïda, Alger, Algérie","21 February","Confirmé / Expérimenté (1 À 2 Ans)","<p><strong>Entreprise : </strong>2M‑INDUSTRIES</p><p><strong>Localisation : </strong>Bab Ezzouar (Alger)</p><p><strong>Type de contrat : </strong>CDI</p><p><strong>Rattachement : </strong>Direction Commerciale / Direction Générale</p><p>&nbsp;</p><p><strong>Objectif du poste : </strong>Générer de la"
"https://emploitic.com/offres-d-emploi/industries/communication-manager-19cc7181a5e7d44ec0576b29","https://emploitic.com/images/sectors/industries.jpg","Communication Manager","Entreprise anonyme","Alger, Algérie","21 February","Confirmé / Expérimenté (3 À 5 Ans)","<p><span style=""font-size: 1rem;"">Dans le cadre du renforcement de sa stratégie de communication, un laboratoire pharmaceutique leader en Algérie, acteur majeur du développement de l’industrie pharmaceutique nationale, recrute <b>un(e)</b> <b>Communication Manager.</b></span></p><p><b>Missions princ"
"https://emploitic.com/entreprises/agence-velaa/offres-d-emploi/services/developpeurse-full-stack-wordpress-cd7e4e0c77d4779089dda8f8","https://emploitic.com/images/sectors/services.jpg","DÉVELOPPEUR·SE FULL STACK WORDPRESS","Agence Velaa","Télétravail","19 February","Confirmé / Expérimenté (6 À 10 Ans)","<p>Nous sommes à la recherche d’un(e) développeur·se Full Stack WordPress passionné(e) par le Web, la performance et les technologies modernes. Vous aimez concevoir des solutions robustes, évolutives et bien structurées? Vous souhaitez évoluer dans un environnement agile, dynamique et stimulant? Ce"
"https://emploitic.com/entreprises/sarl-abou-samara-brothers-import-export/offres-d-emploi/distribution-commerce/responsable-marketing-communication-digital-81c2113c83b35cc9311c1e89","https://emploitic.com/images/sectors/commerce.jpg","Responsable Marketing, Communication & Digital","sarl  abou samara brother's import export","Dar El Beïda, Daïra Dar El Beïda, Alger, Algérie","19 February","Manager / Responsable Département (3 À 5 Ans)","<p><strong>À propos de nous</strong></p><p>Afin d’accélérer notre développement, nous recrutons un(e) <strong>Responsable Marketing, Communication &amp; Digital</strong> capable de porter notre image de marque, d’optimiser notre présence digitale et de piloter notre stratégie de communication global"
"https://emploitic.com/offres-d-emploi/btp-construction-immobilier/marketeur-charge-du-marketing-operationnel-430b202ffd151ba72897c4b4","https://emploitic.com/images/sectors/immobilier.jpg","Marketeur, chargé du marketing opérationnel","Entreprise anonyme","Bologhine, Daïra Bab El Oued, Alger, Algérie","19 February","Confirmé / Expérimenté (3 À 5 Ans)","<ul><li><p>Concevoir et exécuter des actions marketing intégrées pour accroître la notoriété de la marque, générer des leads et favoriser l’activation sur les réseaux sociaux, tout en assurant la présence et l’impact lors des salons professionnels (installation des stands) et en créant des supports"
"https://emploitic.com/entreprises/sarl-tango/offres-d-emploi/industries/management-trainee-supply-chain-897d9deaa9906d632489632e","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:4ccf5acf-9fa6-466c-8205-023c1da3eb84:logo:69075088f7611122291ac41c","Management Trainee-Marketing","Sarl Tango","Alger, Algérie","19 February","Jeune Diplômé (Moins D’un An)","<p><br></p><p><strong>TANGO</strong>&nbsp;Filiale du groupe&nbsp;<strong>HEINEKEN</strong></p><p>Le&nbsp;<strong><u>Future leaders Program</u></strong>, s'adresse aux&nbsp;<strong>jeunes diplômés et profils juniors</strong>&nbsp;durant&nbsp;<strong>18 mois</strong>, vous aurez des rotations, afin d’"
"https://emploitic.com/entreprises/devlopack/offres-d-emploi/industries/graphiste-junior-22c42cfd4dbde9140a8b61e5","https://emploitic.com/images/sectors/industries.jpg","Graphiste Junior","Devlopack","Blida, Algérie","19 February","Débutant / Junior (Moins D’un An)","<p>Profil recherché&nbsp;:</p><p></p><p>&nbsp;</p><p></p><p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; •&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Maîtrise des logiciels de création graphique (Photoshop, Illustrator, InDesign…)<"
"https://emploitic.com/entreprises/sarl-khaled-industrie/offres-d-emploi/industries/directeur-commercial-et-marketing-9922ff7da6fffe3c7a6ce2ba","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:09afcd2f-09eb-472c-a2e9-d5bcbeaddb7b:logo:6995d81ff76111222985dcc2","Directeur Commercial Et Marketing","SARL KHALED INDUSTRIE","Bordj Bou Arreridj, Algérie","18 February","Manager / Responsable Département (6 À 10 Ans)","<p><strong><u>Description :</u></strong></p><p>Rattaché à la Direction Générale, vous serez le moteur de notre développement sur le marché national.</p><p>Votre mission principale sera de définir et de mettre en œuvre la stratégie commerciale et marketing pour lancer et positionner nos produits en i"
"https://emploitic.com/entreprises/le-sucre/offres-d-emploi/distribution-commerce/community-manager-d3389bb3dc10e46fa9e1461f","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:45d255b3-f2fe-439a-89b3-487ec599ce9f:logo:6997b5c7f7611122298ccd92","Community Manager","LE SUCRÉ","Draria, Daïra Draria, Alger, Algérie (Hybride)","18 February","Manager / Responsable Département (1 À 2 Ans)","<p>📢 Annonce de recrutement –</p><p> Community Manager EXPÉRIMENTÉ(E) </p><p>Nous recherchons un(e) Community Manager professionnel(le), autonome et orienté(e) résultats, capable de gérer notre présence digitale de A à Z et surtout de transformer le contenu en ventes. Nous cherchons une vraie perso"
"https://emploitic.com/entreprises/sarl-sirsam-groupe/offres-d-emploi/btp-construction-immobilier/brand-manager-4b1bcec934111407799a0013","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:ae101680-ce47-47ea-943a-02c82a9883c5:logo:6925fa91f76111222931e67c","Brand Manager","Oussama promotion","Cheraga, Daïra Cheraga, Alger, Algérie","18 February","Responsable d'Équipe (3 À 5 Ans)","<p>Nous recherchons un.e Brand Manager pour diriger les initiatives de développement de notre marque et renforcer sa notoriété. Ce poste à temps plein implique la planification et l'exécution de campagnes de marketing, la gestion des budgets alloués, l'analyse des performances des campagnes et la co"
"https://emploitic.com/entreprises/content-plus/offres-d-emploi/distribution-commerce/cod-confirmation-follow-up-supervisor-cfa59ee77d8d8280cb4795c4","https://emploitic.com/images/sectors/commerce.jpg","COD Confirmation & Follow-up Supervisor","content plus","Oran, Algérie","18 February","Manager / Responsable Département (Moins D’un An)","<h2><strong>Offre d'Emploi : Team Leader Suivi &amp; Confirmation (F)</strong></h2><p><strong>Lieu :</strong> Oran (Travail au bureau) <strong>Postes disponibles :</strong> 05 <strong>Note importante :</strong> Pour postuler, veuillez remplir le formulaire ci-dessous. (Les candidatures par message p"
"https://emploitic.com/entreprises/digi-booking-377/offres-d-emploi/informatique-telecom-internet/digital-marketing-5283854fc0d1fa7be6b79469","https://emploitic.com/images/sectors/informatique.jpg","digital marketing","Digi Booking","Alger, Algérie","18 February","Confirmé / Expérimenté (3 À 5 Ans)","<p>Nous recherchons un profil maîtrisant les <strong>outils du marketing digital</strong> afin de renforcer notre présence en ligne et développer nos performances.</p><p><strong>Compétences requises :</strong><br>✅ SEO (référencement naturel, optimisation de contenu)<br>✅ Social Media (gestion et an"
"https://emploitic.com/entreprises/nomara-voyages/offres-d-emploi/services/agent-de-reservation-e15192e00b9e6cbf621d650c","https://emploitic.com/images/sectors/services.jpg","Agent De Réservation","Nomara voyages","Sétif, Algérie","18 February","Jeune Diplômé (Moins D’un An)","<h2>Dans le cadre du développement de notre agence <strong>Nomara Voyages</strong>, nous recrutons une <strong>agent de commer</strong>cial.</h2><h3><strong>Missions principales :</strong></h3><ul><li><p>Accueil, conseil et accompagnement des clients</p></li><li><p>Vente de prestations touristiques"
"https://emploitic.com/offres-d-emploi/distribution-commerce/chef-de-produit-d3529ed19090dbd4bb281793","https://emploitic.com/images/sectors/commerce.jpg","Chef De Produit","Entreprise anonyme","El Achour, Daïra Draria, Alger, Algérie","18 February","Confirmé / Expérimenté (3 À 5 Ans)","<p>Entreprise spécialisée dans L'IVD (Diagnostic In Vitro) , est a la recherche d'un(e) chef de produits.</p><p>En tant que Chef de Produit, vous serez responsable du marketing et de la vente pour développer des stratégies de lancement efficaces et assurer une croissance continue sur le marché.</p><"
"https://emploitic.com/entreprises/ooredoo/offres-d-emploi/informatique-telecom-internet/chef-de-produit-ict-9c5dec8f0f93344b530e1e37","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:eace6846-f918-4b55-9cd6-5b20a841389b:logo:693fd0f9f76111222947f856","Chef de produit  ICT","Ooredoo","Ouled Fayet, Daïra Cheraga, Alger, Algérie","17 February","Confirmé / Expérimenté (3 À 5 Ans)","<h3><strong>Responsabilités :</strong></h3><p>1. Stratégie produit</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Analyser le marché B2B (PME, grandes entreprises, secteur public).</p><p>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Identifier les besoins clients en cloud, sécurité et conformité.</"
"https://emploitic.com/entreprises/tabuk-pharmaceutical/offres-d-emploi/industries/flm-pharmacie-ouest-30868c1992a5139a0865f8ec","https://recruiter.emploitic.com/api/v2/photo/logo/arn:local:oss:emploitic:b0cd8837-217a-4a0f-819d-7a6019278d5b:logo:68de9024e26f70a8d88c805f","FLM Pharmacie Ouest","TABUK PHARMACEUTICAL","Oran, Algérie","17 February","Responsable d'Équipe (3 À 5 Ans)","<p><b><u>Missions du poste </u></b></p><ul> <li>Le first line Manager met en œuvre la stratégie commerciale de l'entreprise au niveau de la pharmacie afin de développer une région donnée.</li></ul><ul><li>Il anime, développe et optimise les moyens et ressources pour déployer la stratégie d’informati"
"https://emploitic.com/offres-d-emploi/distribution-commerce/directeur-marketing-et-communication-42042b2b91a41d9952fe76cf","https://emploitic.com/images/sectors/commerce.jpg","Directeur Marketing Et Communication","Entreprise anonyme","Alger, Algérie","17 February","Confirmé / Expérimenté (3 À 5 Ans)","<p>Nous recherchons un Directeur Communication et Marketing pour rejoindre notre Groupe,&nbsp;Le Candidat retenu sera responsable de la définition et de la mise en œuvre de la stratégie de communication et marketing et aura pour objectif d’assurer une visibilité optimale du groupe et de ses activité"
"https://emploitic.com/entreprises/excellence-clinique-ophtalmologique/offres-d-emploi/services/community-manager-videaste-a8f98e6cdbd6ccc3a9186c5b","https://emploitic.com/images/sectors/services.jpg","Community Manager videaste","Excellence Clinique Ophtalmologique","Hydra, Daïra Bir Mourad Rais, Alger, Algérie","17 February","Débutant / Junior (1 À 2 Ans)","<p>Excellence Clinique recrute un community manager videaste creatif(ve) a temps plein .</p><p></p><p></p><h2><strong>Compétences requises</strong></h2><p></p><p></p><p></p><h3><strong> Techniques</strong></h3><p></p><p></p><ul><li><p>Maîtrise du tournage vidéo (smartphone professionnel ou caméra)</"
"https://emploitic.com/entreprises/cosmos-naturel/offres-d-emploi/industries/community-manager-5a7a9bc74f19118def8863e7","https://emploitic.com/images/sectors/industries.jpg","Community Manager","cosmos naturel","Sétif, Daïra Sétif, Sétif, Algérie","17 February","Confirmé / Expérimenté (1 À 2 Ans)","<p>Nous recherchons un community manager créatif et dynamique pour gérer et développer la présence digitale de notre entreprise sur les réseaux sociaux</p><p>Missions principales:</p><p>elaborer et mettre en oeuvre une stratégie de contenu , gérer les réseaux sociaux , créer et programmer des public"
"https://emploitic.com/entreprises/pharmacie-haddana/offres-d-emploi/services/social-media-manager-dfc78d0e2f5d16a546484a1e","https://emploitic.com/images/sectors/services.jpg","Social Media Manager","Pharmacie haddana","Biskra, Daïra Biskra, Biskra, Algérie","17 February","Confirmé / Expérimenté (Sans Expérience)","<h3>Description:</h3><p>Nous recherchons un Social Media Manager passionné et créatif pour rejoindre notre équipe dynamique à Biskra, Algérie. Ce poste est idéal pour un candidat confirmé ou expérimenté, titulaire d'une Licence (LMD), Bac +3, Master 1 ou Licence Bac +4, souhaitant évoluer dans les d"
"https://emploitic.com/entreprises/magpharm/offres-d-emploi/industries/senior-brand-strategy-manager-25d1518bb6ddabb27ea4f17e","https://emploitic.com/images/logos/arn:eu-west-1:oss::4bbd0f13ca7613a473017eea:logo:66298049b5d95b7345365c61","Senior brand strategy manager","Magpharm","Alger, Algérie","17 February","Confirmé / Expérimenté (6 À 10 Ans)","<p><b><i><u>P</u><u>résentation de l’entreprise&nbsp;</u></i></b></p><p>Créé en 2003, MAGPHARM groupe dispose de 3 enseignes : un laboratoire pharmaceutique classé numéro 1 dans les produits santé et bien-être, un distributeur de produits pharmaceutiques et une entreprise de logistique, lui permetta"
"https://emploitic.com/entreprises/magpharm/offres-d-emploi/industries/digital-manager-3b9a774b1a7323e0b03c4163","https://emploitic.com/images/logos/arn:eu-west-1:oss::4bbd0f13ca7613a473017eea:logo:66298049b5d95b7345365c61","Digital Manager","Magpharm","Alger, Algérie","17 February","Confirmé / Expérimenté (6 À 10 Ans)","<br /><p><b><u><i>P</i></u></b><u>résentation de l’entreprise&nbsp;</u></p><p>Créé en 2003, MAGPHARM groupe dispose de 3 enseignes : un laboratoire pharmaceutique classé numéro 1 dans les produits santé et bien-être, un distributeur de produits pharmaceutiques et une entreprise de logistique, lui"
"https://emploitic.com/entreprises/magpharm/offres-d-emploi/industries/content-creator-8c699ab12eeef2b12bff7e9d","https://emploitic.com/images/logos/arn:eu-west-1:oss::4bbd0f13ca7613a473017eea:logo:66298049b5d95b7345365c61","Content Creator","Magpharm","Alger, Algérie","17 February","Débutant / Junior (3 À 5 Ans)","<p><b><u><i>P</i></u></b><u>résentation de l’entreprise&nbsp;</u></p><p>Créé en 2003, MAGPHARM groupe dispose de 3 enseignes : un laboratoire pharmaceutique classé numéro 1 dans les produits santé et bien-être, un distributeur de produits pharmaceutiques et une entreprise de logistique, lui permetta"
"https://emploitic.com/entreprises/magpharm/offres-d-emploi/industries/chef-de-projet-communication-360-0735a35232778b83e3c5b154","https://emploitic.com/images/logos/arn:eu-west-1:oss::4bbd0f13ca7613a473017eea:logo:66298049b5d95b7345365c61","Chef de Projet Communication 360","Magpharm","Alger, Algérie","17 February","Débutant / Junior (3 À 5 Ans)","<p>  <b><u><i>P</i></u></b><u>résentation de l’entreprise&nbsp;</u></p><p>Créé en 2003, MAGPHARM groupe dispose de 3 enseignes : un laboratoire pharmaceutique classé numéro 1 dans les produits santé et bien-être, un distributeur de produits pharmaceutiques et une entreprise de logistique, lui permet"
"https://emploitic.com/entreprises/magpharm/offres-d-emploi/industries/creative-lead-junior-1255c0c377d9cc033998bff1","https://emploitic.com/images/logos/arn:eu-west-1:oss::4bbd0f13ca7613a473017eea:logo:66298049b5d95b7345365c61","Creative lead Junior","Magpharm","Alger, Algérie","17 February","Jeune Diplômé (1 À 2 Ans)","<p><b><u><i>P</i></u></b><u>résentation de l’entreprise&nbsp;</u></p><p>Créé en 2003, MAGPHARM groupe dispose de 3 enseignes : un laboratoire pharmaceutique classé numéro 1 dans les produits santé et bien-être, un distributeur de produits pharmaceutiques et une entreprise de logistique, lui permetta"
